"ID"@"CONTRACT_NAME"@"DEPOSIT"@"END_DATE"@"LINK_ID"@"START_DATE"@"TS_TIMESTAMP"@"FI_ACCOUNT_ID"@"PD_CONTACT_PERSON_ID"@"CO_STATE_ID"@"CO_TYPE_ID"@"CO_PAYMENT_SCHEDULE_TYPE_ID"@"PD_SALES_PERSON_ID"@"IS_EXCLUDE_FROM_UNFLOWN_HOURS"@"IS_SHOWN_IN_PAYMENT_REQUEST"@"INCLUDE_DOMESTIC_RATE"@"ENABLE_MANAGEMENT_FEE"@"MINIMUM_REQUIRED_BALANCE"@"PAYMENT_TERMS"@"CONTRACT_MS_ID"@"PAYMENT_SCHEDULE_MS_ID"@"SYMBOL"
71132@"CONTRACT #541"@0@14/12/21@541@15/12/16@09/01/19 16:27:04,823000000@28722@122340@3@1@6@122340@0@1@0@0@3000000@5@""@""@"€"
72999@"CONTRACT #544"@2500000@17/05/20@544@11/03/17@08/04/19 21:07:44,250000000@28773@2479@3@1@4@2479@0@1@0@0@6000000@5@""@""@"$"
72792@"CONTRACT #545"@0@31/12/19@545@01/01/17@02/04/19 09:06:52,482000000@28774@122340@6@1@6@122340@0@1@0@0@5000000@5@""@""@"$"
72539@"CONTRACT #546"@0@29/02/20@546@01/03/17@15/03/19 16:06:19,083000000@28775@100322@3@1@6@100322@0@1@0@0@16103000@5@""@""@"$"
72088@"CONTRACT #547"@0@30/06/21@547@26/12/16@19/02/19 17:10:48,510000000@28776@62590@3@1@1@62590@0@1@0@0@6000000@5@""@""@"$"
67433@"CONTRACT #548"@0@30/11/18@548@01/12/16@11/10/18 16:12:46,294000000@28824@713@4@1@4@713@0@1@0@0@0@5@""@""@"€"
71267@"CONTRACT #549"@48375000@22/12/21@549@23/12/16@17/01/19 14:34:05,813000000@29073@713@3@1@4@713@0@1@0@0@12900000@5@""@""@"€"
72368@"CONTRACT #551"@0@31/12/19@551@30/11/16@04/03/19 09:49:26,065000000@29174@224@3@1@6@80083@0@1@0@0@6000000@5@""@""@"$"
72680@"CONTRACT #552"@0@14/12/19@552@15/12/16@27/03/19 15:11:18,296000000@29175@202@4@1@6@202@0@1@0@0@16500000@5@""@""@"$"
71930@"CONTRACT #553"@0@31/12/19@553@15/12/16@12/02/19 09:48:37,685000000@29176@80083@3@1@6@80083@0@1@0@0@10830000@5@""@""@"€"
71652@"CONTRACT #554"@7500000@21/09/18@554@22/12/16@29/01/19 19:15:20,280000000@29224@131975@4@1@1@131975@0@1@0@0@6000000@5@""@""@"$"
71703@"CONTRACT #555"@16118800@13/07/18@555@14/01/17@01/02/19 17:32:50,405000000@29272@122340@4@1@4@122340@0@1@0@0@0@5@""@""@"$"
68572@"CONTRACT #557"@0@31/12/19@557@01/02/17@09/11/18 15:32:46,726000000@29427@202@3@1@6@202@0@1@0@0@10755000@5@""@""@"$"
71981@"CONTRACT #558"@0@04/12/21@558@05/12/16@14/02/19 14:38:55,944000000@29823@713@3@1@6@713@0@1@0@0@9900000@5@""@""@"€"
72596@"CONTRACT #559"@0@27/12/19@559@28/12/16@20/03/19 13:55:37,722000000@29824@100322@3@1@6@100322@0@1@0@0@6000000@5@""@""@"$"
73377@"CONTRACT #561"@19916300@31/01/22@561@01/02/17@18/04/19 13:32:33,901000000@29873@713@3@1@6@713@0@1@0@1@8487000@5@""@""@"$"
72219@"CONTRACT #562"@7473000@17/02/20@562@10/02/17@25/02/19 09:28:11,608000000@29926@713@3@1@4@713@0@1@0@0@4982000@5@""@""@"$"
72490@"CONTRACT #563"@12190000@30/01/20@563@31/01/17@12/03/19 15:47:40,637000000@30022@2479@3@1@5@2479@0@1@0@0@9752000@5@""@""@"$"
72998@"CONTRACT #564"@0@01/02/20@564@02/02/17@08/04/19 20:34:56,387000000@31172@72945@3@1@6@72945@0@1@0@0@10597000@5@""@""@"$"
72589@"CONTRACT #565"@0@27/02/20@565@28/02/17@19/03/19 19:58:47,100000000@31272@2479@3@1@6@2479@0@1@0@0@14460000@5@""@""@"$"
72530@"CONTRACT #566"@143725000@29/02/20@566@01/03/17@15/03/19 10:33:57,234000000@31322@80083@3@1@4@80083@0@1@0@0@11498000@5@""@""@"$"
73432@"CONTRACT #567"@10000000@08/03/20@567@08/03/17@24/04/19 07:50:56,102000000@31324@2479@3@1@4@2479@0@1@0@0@10650000@5@""@""@"$"
72973@"CONTRACT #568"@0@14/03/20@568@15/03/17@08/04/19 08:57:03,557000000@31522@80083@3@1@5@80083@0@1@0@0@6000000@5@""@""@"$"
63068@"CONTRACT #570"@0@01/04/18@570@02/04/17@14/07/18 17:44:15,258000000@32124@202@4@1@6@202@0@1@0@0@0@5@""@""@"$"
39257@"CONTRACT #571"@0@21/03/18@571@19/03/17@21/09/17 12:01:10,963000000@32125@202@4@1@1@202@0@0@0@@0@5@""@""@"$"
72684@"CONTRACT #573"@0@31/03/20@573@01/04/17@27/03/19 15:57:52,204000000@32373@335@3@1@6@335@0@1@0@0@12787000@5@""@""@"$"
72922@"CONTRACT #574"@0@30/03/20@574@31/03/17@05/04/19 08:36:57,096000000@32422@335@3@1@6@335@0@1@0@0@5887500@5@""@""@"$"
73072@"CONTRACT #575"@0@29/03/20@575@30/03/17@11/04/19 12:39:50,641000000@32423@202@3@1@6@202@0@1@0@0@18000000@5@""@""@"$"
73269@"CONTRACT #576"@0@29/03/20@576@30/03/17@17/04/19 09:21:20,676000000@32523@202@3@1@6@202@0@1@0@0@13000000@5@""@""@"$"
73441@"CONTRACT #577"@0@31/03/20@577@01/04/17@24/04/19 15:19:22,719000000@32573@122340@3@1@6@122340@0@1@0@0@4166500@5@""@""@"£"
72970@"CONTRACT #578"@3700000@30/03/20@578@31/03/17@08/04/19 08:42:33,324000000@32772@80083@3@1@4@80083@0@1@0@0@10950000@5@""@""@"$"
73020@"CONTRACT #581"@0@30/03/20@581@31/03/17@09/04/19 14:18:17,690000000@33075@2479@3@1@6@2479@0@1@0@0@5430000@5@""@""@"$"
67070@"CONTRACT #582"@20735000@27/04/22@582@28/04/17@03/10/18 14:43:52,772000000@33076@713@3@1@4@713@0@1@0@1@8294000@5@""@""@"$"
68668@"CONTRACT #583"@0@16/10/18@583@01/04/17@12/11/18 12:27:16,691000000@33122@122340@4@1@1@122340@0@1@0@0@8278500@5@""@""@"$"
72972@"CONTRACT #584"@0@01/04/19@584@01/04/17@08/04/19 08:47:09,174000000@33123@202@4@1@2@202@0@1@0@0@19000000@5@""@""@"$"
72810@"CONTRACT #586"@0@24/12/20@586@31/03/17@02/04/19 16:57:42,788000000@33128@2479@3@1@5@2479@0@1@0@0@0@5@""@""@"$"
62677@"CONTRACT #588"@0@30/06/18@588@03/04/17@11/07/18 10:31:09,924000000@33374@3907@4@1@1@3907@0@1@0@0@0@5@""@""@"$"
71964@"CONTRACT #591"@5024500@20/04/20@591@21/04/17@14/02/19 11:12:25,848000000@33475@144535@6@1@4@144535@0@1@0@0@12500000@5@""@""@"$"
65318@"CONTRACT #592"@0@30/04/18@592@01/05/17@20/08/18 10:54:53,524000000@33773@100322@4@1@1@100322@0@1@0@0@0@5@""@""@"$"
52949@"CONTRACT #595"@0@30/12/17@595@17/05/17@30/03/18 13:47:13,784000000@34428@100322@4@1@1@100322@0@1@0@0@0@5@""@""@"$"
63668@"CONTRACT #596"@0@30/05/20@596@23/05/17@20/07/18 09:49:47,817000000@34433@335@3@1@6@335@0@1@0@0@5118000@5@""@""@"$"
65220@"CONTRACT #597"@0@09/06/18@597@10/04/17@15/08/18 11:07:45,534000000@34435@3767@4@1@5@3767@0@1@0@0@0@5@""@""@"$"
73443@"CONTRACT #598"@0@31/05/20@598@01/06/17@24/04/19 16:08:51,137000000@34438@224@3@1@6@224@0@1@0@0@5298875@5@""@""@"$"
65786@"CONTRACT #599"@67250000@29/06/18@599@30/06/17@30/08/18 15:23:11,525000000@34772@88385@4@1@4@88385@0@1@0@0@0@5@""@""@"$"
65073@"CONTRACT #601"@0@31/07/20@601@06/07/17@10/08/18 13:06:48,508000000@34774@176599@3@1@6@176599@0@1@0@0@8362500@5@""@""@"$"
73071@"CONTRACT #602"@0@28/05/20@602@29/05/17@11/04/19 12:16:19,860000000@34775@109280@3@1@6@109280@0@1@0@0@10255000@5@""@""@"$"
73172@"CONTRACT #603"@0@30/04/21@603@31/05/17@15/04/19 13:54:54,066000000@34948@209@3@1@4@209@0@1@0@0@11400000@5@""@""@"$"
72527@"CONTRACT #604"@0@27/09/21@604@28/09/16@15/03/19 09:16:24,038000000@34949@335@3@1@6@335@0@1@0@0@6365000@5@""@""@"$"
73442@"CONTRACT #605"@0@17/06/20@605@18/06/17@24/04/19 16:04:18,813000000@34974@100322@3@1@6@100322@0@1@0@0@8500000@5@""@""@"$"
66774@"CONTRACT #609"@0@01/06/20@609@02/06/17@26/09/18 11:41:25,457000000@35472@224@3@1@6@224@0@1@0@0@4725000@5@""@""@"$"
71654@"CONTRACT #610"@0@30/09/18@610@13/06/17@29/01/19 19:16:47,046000000@35622@2479@4@1@1@2479@0@1@0@0@14500000@5@""@""@"$"
72517@"CONTRACT #611"@0@12/06/20@611@12/06/17@14/03/19 13:51:34,872000000@35973@2479@3@1@6@2479@0@1@0@0@5750000@5@""@""@"$"
72600@"CONTRACT #612"@0@11/06/20@612@12/06/17@20/03/19 16:25:45,706000000@35975@92618@3@1@6@224@0@1@0@0@5300000@5@""@""@"$"
65468@"CONTRACT #613"@0@19/06/20@613@20/06/17@22/08/18 23:35:03,926000000@36222@100322@3@1@6@100322@0@1@0@0@5530000@5@""@""@"$"
68772@"CONTRACT #614"@7875000@23/05/20@614@24/05/17@14/11/18 12:32:33,472000000@36323@224@3@1@1@224@0@1@0@1@0@5@""@""@"$"
69177@"CONTRACT #615"@5475000@22/06/20@615@23/06/17@21/11/18 13:06:51,718000000@36325@3767@3@1@4@3767@0@1@0@0@5475000@5@""@""@"$"
71727@"CONTRACT #616"@0@27/06/20@616@28/06/17@04/02/19 12:09:34,758000000@36373@100322@3@1@6@100322@0@1@0@0@6197500@5@""@""@"$"
67920@"CONTRACT #617"@0@27/06/18@617@28/06/17@26/10/18 13:46:19,704000000@36522@100322@4@1@6@100322@0@1@0@0@6000000@5@""@""@"$"
71230@"CONTRACT #618"@0@25/12/18@618@31/05/17@15/01/19 07:43:04,555000000@36572@154@3@1@1@154@0@1@0@0@0@5@""@""@"$"
72800@"CONTRACT #619"@0@09/06/20@619@10/06/17@02/04/19 11:52:01,686000000@36573@121625@3@1@6@121625@0@1@0@0@5578000@5@""@""@"$"
62621@"CONTRACT #621"@0@29/06/20@621@30/06/17@10/07/18 19:20:38,784000000@36725@3907@3@1@6@3907@0@1@0@0@12126500@5@""@""@"$"
72707@"CONTRACT #622"@10000000@09/06/20@622@10/06/17@28/03/19 16:33:06,285000000@36872@2479@3@1@4@2479@0@1@0@0@5075000@5@""@""@"$"
73376@"CONTRACT #623"@28750000@14/09/20@623@15/06/17@18/04/19 12:05:15,460000000@33424@3767@3@1@3@3767@0@1@0@0@5078500@5@""@""@"€"
62267@"CONTRACT #624"@0@29/06/20@624@30/06/17@09/07/18 12:18:43,811000000@37124@100322@3@1@6@100322@0@1@0@0@7500000@5@""@""@"$"
73123@"CONTRACT #627"@0@30/06/20@627@01/07/17@12/04/19 11:12:57,062000000@37572@224@3@1@6@224@0@1@0@0@8910000@5@""@""@"€"
73375@"CONTRACT #628"@0@31/08/20@628@01/09/17@18/04/19 11:55:57,333000000@37573@109280@3@1@6@109280@0@1@0@0@5200000@5@""@""@"$"
32849@"CONTRACT #629"@0@31/07/00@629@11/07/17@11/07/17 09:49:31,442000000@37672@713@3@1@1@713@0@0@0@@0@5@""@""@"€"
73433@"CONTRACT #630"@13875000@17/07/19@630@18/07/17@24/04/19 09:00:19,196000000@37774@202@3@1@4@202@0@1@0@0@9250000@5@""@""@"$"
72390@"CONTRACT #631"@41062500@02/07/22@631@02/07/17@05/03/19 17:53:46,688000000@38322@713@3@1@4@713@0@1@0@0@10950000@5@""@""@"$"
70968@"CONTRACT #632"@0@29/06/20@632@30/06/17@04/01/19 10:18:15,595000000@38373@202@3@1@6@202@0@1@0@0@7106500@5@""@""@"$"
67677@"CONTRACT #633"@0@14/07/20@633@15/07/17@19/10/18 14:40:03,793000000@38773@335@3@1@6@335@0@1@0@0@11775000@5@""@""@"$"
72119@"CONTRACT #635"@10000000@02/04/20@635@03/04/17@21/02/19 15:43:12,889000000@39225@122340@4@1@6@122340@0@1@0@0@10600000@5@""@""@"$"
56253@"CONTRACT #639"@7087500@19/02/18@639@20/02/15@10/05/18 13:38:52,192000000@40373@3446@4@1@4@3446@0@1@0@0@0@5@""@""@"$"
65229@"CONTRACT #640"@0@15/08/20@640@15/08/17@15/08/18 16:01:53,990000000@40374@335@3@1@6@335@0@1@0@0@5543000@5@""@""@"$"
71942@"CONTRACT #641"@0@30/12/20@641@15/08/17@13/02/19 11:31:29,599000000@40527@100322@3@1@6@100322@0@1@0@0@5107500@5@""@""@"$"
73021@"CONTRACT #642"@0@02/08/20@642@02/08/17@09/04/19 15:43:24,412000000@40528@335@3@1@1@335@0@1@0@0@5375000@5@""@""@"$"
66119@"CONTRACT #643"@0@31/08/19@643@30/06/17@07/09/18 16:21:32,495000000@41273@100322@4@1@3@100322@0@1@0@0@6000000@5@""@""@"$"
71772@"CONTRACT #644"@0@16/08/20@644@17/08/17@05/02/19 12:39:56,419000000@41274@122340@3@1@6@122340@0@1@0@0@10100000@5@""@""@"$"
71673@"CONTRACT #645"@0@01/11/18@645@19/03/17@31/01/19 11:54:28,118000000@41325@202@4@1@1@202@0@1@0@0@6997500@5@""@""@"$"
73173@"CONTRACT #646"@8212500@30/08/20@646@31/08/17@15/04/19 13:57:23,774000000@41473@121625@3@1@4@121625@0@1@0@0@5475000@5@""@""@"$"
72601@"CONTRACT #647"@23000000@01/09/22@647@01/09/17@20/03/19 21:58:27,550000000@41474@62590@3@1@4@62590@0@1@0@0@24490000@5@""@""@"$"
68525@"CONTRACT #650"@0@14/09/20@650@15/09/17@08/11/18 13:24:01,398000000@42373@224@3@1@6@224@0@1@0@0@10085000@5@""@""@"$"
40105@"CONTRACT #654"@0@18/09/18@654@19/09/17@02/10/17 10:54:26,429000000@43174@80083@4@1@1@80083@0@0@0@@0@5@""@""@"$"
71623@"CONTRACT #657"@0@31/12/18@657@29/09/17@28/01/19 13:06:11,913000000@43375@224@4@1@6@224@0@1@0@0@11950000@5@""@""@"$"
72770@"CONTRACT #659"@23000000@21/09/20@659@22/09/17@01/04/19 09:25:23,000000000@43425@80083@3@1@4@80083@0@1@0@0@9200000@5@""@""@"€"
71963@"CONTRACT #660"@0@20/12/20@660@21/12/17@14/02/19 11:10:43,657000000@43473@100322@6@1@6@100322@0@1@0@0@5299000@5@""@""@"$"
71985@"CONTRACT #661"@0@29/10/20@661@29/10/17@14/02/19 16:25:14,263000000@43573@100322@3@1@6@100322@0@1@0@0@6875000@5@""@""@"$"
74827@"CONTRACT #662"@78225000@29/09/20@662@30/09/17@31/05/19 14:11:31,269000000@43574@80083@3@1@4@80083@0@1@0@0@13600000@7@""@""@"€"
72106@"CONTRACT #663"@0@25/09/19@663@25/09/17@20/02/19 18:58:31,961000000@43723@2479@3@1@6@2479@0@1@0@0@5625000@5@""@""@"$"
73181@"CONTRACT #664"@0@25/09/19@664@26/09/17@15/04/19 17:46:14,988000000@43724@2479@3@1@6@2479@0@1@0@0@15187500@5@""@""@"$"
67591@"CONTRACT #666"@0@01/10/22@666@01/10/17@16/10/18 14:53:05,867000000@44274@62590@3@1@6@62590@0@1@0@0@17449500@5@""@""@"$"
69732@"CONTRACT #667"@0@02/11/19@667@03/11/17@07/12/18 17:38:44,234000000@44323@335@3@1@1@335@0@1@0@0@6150000@5@""@""@"$"
68275@"CONTRACT #669"@0@31/12/20@669@30/10/17@02/11/18 23:17:06,630000000@44327@2479@3@1@1@2479@0@1@0@0@6997500@5@""@""@"$"
68968@"CONTRACT #670"@0@30/06/21@670@01/07/17@17/11/18 19:34:00,648000000@44336@3907@3@1@6@3907@0@1@0@0@4975000@5@""@""@"€"
72672@"CONTRACT #671"@0@28/01/19@671@29/01/16@26/03/19 10:41:55,157000000@44328@109280@4@1@4@109280@0@1@0@0@3000000@5@""@""@"€"
72582@"CONTRACT #672"@0@14/06/19@672@15/06/16@18/03/19 18:10:38,354000000@44523@209@3@1@6@713@0@1@0@0@4000000@5@""@""@"$"
73374@"CONTRACT #673"@0@22/10/20@673@23/10/17@18/04/19 11:53:06,269000000@44623@122340@3@1@6@122340@0@1@0@0@9200000@5@""@""@"$"
65221@"CONTRACT #674"@0@11/10/18@674@02/09/17@15/08/18 11:17:03,880000000@44626@224@4@1@1@224@0@1@0@0@6000000@5@""@""@"$"
71970@"CONTRACT #676"@0@31/10/21@676@31/10/17@14/02/19 11:18:05,839000000@44873@100322@6@1@6@100322@0@1@0@0@15000000@5@""@""@"$"
70979@"CONTRACT #678"@0@29/09/20@678@30/09/17@04/01/19 17:10:04,186000000@45175@122340@3@1@6@122340@0@1@0@1@1725000@5@""@""@"€"
72796@"CONTRACT #679"@0@30/12/20@679@31/10/17@02/04/19 11:12:49,654000000@45275@100322@3@1@6@100322@0@1@0@0@6197500@5@""@""@"$"
68574@"CONTRACT #680"@0@30/10/20@680@31/10/17@09/11/18 15:45:27,568000000@45424@121625@3@1@6@121625@0@1@0@0@5020000@5@""@""@"$"
71939@"CONTRACT #681"@0@30/10/20@681@31/10/17@12/02/19 19:05:19,769000000@45623@224@3@1@6@224@0@1@0@0@14500000@5@""@""@"$"
70980@"CONTRACT #684"@0@31/10/19@684@31/10/17@04/01/19 22:21:30,678000000@45525@2479@3@1@5@2479@0@1@1@0@6000000@5@""@""@"$"
72234@"CONTRACT #685"@0@19/10/20@685@20/10/17@25/02/19 17:45:02,440000000@45725@100322@3@1@6@100322@0@1@0@0@5600000@5@""@""@"$"
71643@"CONTRACT #687"@30250000@22/10/18@687@30/06/16@29/01/19 16:49:17,196000000@46675@80083@4@1@4@80083@0@1@0@0@3000000@5@""@""@"$"
72120@"CONTRACT #689"@5000000@28/11/20@689@29/11/17@21/02/19 15:58:03,904000000@46874@122340@4@1@6@122340@0@1@0@0@5577500@5@""@""@"$"
72619@"CONTRACT #690"@0@31/03/22@690@01/04/18@22/03/19 18:56:20,738000000@46876@43570@3@1@6@43570@0@1@0@0@10800000@5@""@""@"$"
72344@"CONTRACT #692"@8032320@31/10/20@692@01/11/17@01/03/19 10:10:38,240000000@46975@202@3@1@4@202@0@1@0@0@5500000@5@""@""@"$"
67035@"CONTRACT #693"@0@13/12/20@693@14/12/17@02/10/18 13:36:03,415000000@47023@122340@4@1@6@122340@0@1@0@0@5577500@5@""@""@"$"
71880@"CONTRACT #694"@0@15/12/18@694@01/12/17@07/02/19 21:10:34,642000000@47123@2479@4@1@1@2479@0@1@1@0@6130800@5@""@""@"$"
73120@"CONTRACT #695"@16625000@03/12/19@695@04/12/15@12/04/19 08:13:11,437000000@47223@122339@3@1@4@122339@0@1@0@0@4000000@5@""@""@"$"
69892@"CONTRACT #696"@0@03/12/20@696@30/11/17@12/12/18 23:23:58,899000000@47373@62590@3@1@6@62590@0@1@1@0@7889000@5@""@""@"$"
68128@"CONTRACT #697"@0@21/06/19@697@21/06/17@31/10/18 18:45:12,723000000@47673@100322@3@1@4@100322@0@1@0@0@11000000@5@""@""@"$"
72274@"CONTRACT #698"@0@14/12/20@698@14/12/17@26/02/19 15:49:00,678000000@47825@2479@3@1@4@2479@0@1@1@0@11550000@5@""@""@"$"
71530@"CONTRACT #699"@0@13/12/20@699@14/12/17@25/01/19 15:45:17,159000000@47875@92618@3@1@6@92618@0@1@0@0@6625000@5@""@""@"$"
67679@"CONTRACT #700"@0@31/12/20@700@01/01/18@19/10/18 15:22:12,541000000@47878@92618@4@1@6@92618@0@1@0@0@5100000@5@""@""@"$"
72171@"CONTRACT #701"@0@19/12/20@701@20/12/17@22/02/19 11:27:06,950000000@47974@100322@3@1@6@100322@0@1@0@0@16680000@5@""@""@"$"
72994@"CONTRACT #702"@0@24/03/21@702@24/03/18@08/04/19 17:21:42,919000000@48023@100322@3@1@5@100322@0@1@0@0@31054000@5@""@""@"$"
72481@"CONTRACT #703"@0@03/02/21@703@03/02/18@11/03/19 21:55:20,074000000@48024@2479@3@1@5@2479@0@1@0@0@17940000@5@""@""@"$"
70718@"CONTRACT #706"@31375000@13/12/20@706@14/12/17@31/12/18 07:51:53,964000000@48124@335@3@1@4@335@0@1@0@0@12550000@5@""@""@"$"
71177@"CONTRACT #707"@10000000@20/12/20@707@20/12/17@10/01/19 16:38:39,231000000@48173@2479@3@1@4@2479@0@1@1@0@0@5@""@""@"$"
71734@"CONTRACT #708"@0@21/12/20@708@22/12/17@04/02/19 14:07:56,929000000@48175@122339@3@1@6@122339@0@1@0@0@6693000@5@""@""@"$"
73032@"CONTRACT #709"@0@30/05/19@709@10/12/17@10/04/19 15:06:21,970000000@48275@80083@3@1@1@80083@0@1@0@0@4920000@5@""@""@"€"
74792@"CONTRACT #710"@10825000@30/01/21@710@31/01/18@31/05/19 14:07:44,967000000@48323@335@3@1@4@335@0@1@0@1@5412510@5@""@""@"$"
72402@"CONTRACT #711"@0@26/01/22@711@27/12/17@07/03/19 16:31:00,046000000@48326@224@3@1@1@224@0@1@0@0@7600000@5@""@""@"$"
73431@"CONTRACT #712"@0@28/12/20@712@28/12/17@23/04/19 21:16:27,007000000@48375@2479@3@1@5@2479@0@1@1@0@6900000@5@""@""@"$"
70577@"CONTRACT #714"@0@29/12/20@714@29/12/17@27/12/18 18:57:48,653000000@48377@2479@4@1@6@2479@0@1@1@0@6900000@5@""@""@"$"
72427@"CONTRACT #715"@0@01/01/23@715@01/01/18@08/03/19 20:04:59,338000000@48424@62590@3@1@6@62590@0@1@1@0@6570000@5@""@""@"$"
72508@"CONTRACT #717"@0@23/02/21@717@24/02/18@14/03/19 10:29:47,433000000@48524@122339@3@1@6@122339@0@1@0@0@5790000@5@""@""@"$"
72992@"CONTRACT #718"@13247500@19/03/23@718@19/03/18@08/04/19 16:43:23,039000000@49478@62590@3@1@4@62590@0@1@1@0@10598000@5@""@""@"$"
73379@"CONTRACT #721"@0@31/01/21@721@01/02/18@18/04/19 16:32:42,353000000@50323@224@3@1@6@224@0@1@0@1@3666000@5@""@""@"$"
72819@"CONTRACT #722"@0@08/02/21@722@09/02/18@03/04/19 10:46:54,303000000@50423@100322@3@1@6@100322@0@1@0@0@8700000@5@""@""@"$"
72608@"CONTRACT #723"@12395000@06/02/21@723@26/01/18@21/03/19 13:31:45,361000000@50427@149228@3@1@4@149228@0@1@0@0@6197500@5@""@""@"$"
72422@"CONTRACT #724"@0@09/04/21@724@10/04/18@08/03/19 12:04:08,754000000@50479@149228@3@1@6@149228@0@1@0@0@5299000@5@""@""@"$"
74962@"CONTRACT #726"@50000000@01/02/23@726@01/02/18@31/05/19 14:31:18,451000000@51477@62590@3@1@5@62590@0@1@0@1@15660000@5@""@""@"$"
73076@"CONTRACT #727"@0@07/03/21@727@08/03/18@11/04/19 15:32:57,976000000@51574@100322@3@1@6@100322@0@1@0@0@16800000@5@""@""@"$"
72535@"CONTRACT #728"@0@27/02/21@728@28/02/18@15/03/19 13:04:07,525000000@51631@122339@3@1@4@122339@0@1@0@0@11445000@5@""@""@"$"
72475@"CONTRACT #731"@13062500@15/02/21@731@15/02/18@11/03/19 15:32:38,091000000@51635@3767@3@1@4@3767@0@1@1@0@10450000@5@""@""@"$"
72471@"CONTRACT #732"@8838750@19/02/21@732@20/02/18@11/03/19 13:02:29,201000000@51773@100322@3@1@4@100322@0@1@0@0@5897500@5@""@""@"$"
72543@"CONTRACT #734"@0@26/02/19@734@27/02/18@15/03/19 16:59:04,292000000@52773@100322@4@1@1@100322@0@1@0@0@17860000@5@""@""@"$"
72873@"CONTRACT #737"@0@21/03/19@737@22/03/18@04/04/19 17:51:51,702000000@53273@202@3@1@1@202@0@1@0@0@8000000@5@""@""@"$"
72609@"CONTRACT #739"@0@28/03/21@739@29/03/18@21/03/19 13:37:11,119000000@53523@122340@3@1@5@122340@0@1@0@0@7125000@5@""@""@"$"
72976@"CONTRACT #740"@0@31/03/21@740@01/04/18@08/04/19 10:58:30,713000000@53573@100322@3@1@6@100322@0@1@0@0@8250000@5@""@""@"$"
72476@"CONTRACT #741"@0@06/03/21@741@07/03/18@11/03/19 15:49:10,662000000@53673@122340@6@1@6@122340@0@1@0@1@3500000@5@""@""@"$"
72710@"CONTRACT #742"@10541600@24/04/21@742@25/04/18@28/03/19 17:46:52,663000000@53676@335@3@1@1@335@0@1@0@1@3875000@5@""@""@"$"
73436@"CONTRACT #743"@0@22/03/21@743@23/03/18@24/04/19 12:24:45,489000000@53678@109280@6@1@6@109280@0@1@0@0@8170000@5@""@""@"€"
72924@"CONTRACT #744"@0@20/03/21@744@21/03/18@05/04/19 09:58:25,517000000@53679@713@3@1@6@209@0@1@0@1@1144500@5@""@""@"$"
73218@"CONTRACT #745"@10000000@30/03/20@745@31/03/18@16/04/19 08:30:52,508000000@53681@209@3@1@4@713@0@1@0@0@9200000@5@""@""@"€"
73127@"CONTRACT #746"@0@29/03/21@746@29/03/18@12/04/19 13:30:56,057000000@53776@151352@3@1@6@151352@0@1@0@0@0@5@""@""@"$"
72984@"CONTRACT #747"@0@28/03/21@747@29/03/18@08/04/19 15:15:04,087000000@53823@100322@3@1@6@100322@0@1@0@0@6475000@5@""@""@"$"
72277@"CONTRACT #748"@0@30/06/20@748@31/03/18@26/02/19 16:52:54,872000000@53824@80083@3@1@1@80083@0@1@0@0@5555500@5@""@""@"$"
72921@"CONTRACT #749"@35437500@25/03/21@749@26/03/18@05/04/19 08:28:48,070000000@53825@80083@3@1@4@80083@0@1@0@0@9450000@5@""@""@"$"
72697@"CONTRACT #751"@0@01/04/20@751@02/04/18@28/03/19 09:56:13,215000000@54574@202@3@1@6@202@0@1@0@0@11500000@5@""@""@"$"
72677@"CONTRACT #752"@0@31/10/19@752@07/04/18@26/03/19 12:46:45,522000000@54581@80083@6@1@6@80083@0@1@0@1@0@5@""@""@"$"
68873@"CONTRACT #753"@0@31/08/21@753@01/09/18@15/11/18 13:02:49,770000000@54974@122339@3@1@5@122339@0@1@0@0@5500000@5@""@""@"$"
71532@"CONTRACT #756"@0@30/06/21@756@03/05/18@25/01/19 16:01:57,126000000@56025@100322@3@1@6@100322@0@1@0@0@13475000@5@""@""@"$"
73429@"CONTRACT #757"@0@30/03/23@757@31/03/18@23/04/19 16:37:22,645000000@56074@3907@3@1@6@3907@0@1@0@0@15000000@5@""@""@"$"
73430@"CONTRACT #758"@0@30/03/23@758@31/03/18@23/04/19 16:44:57,018000000@56075@3907@3@1@6@3907@0@1@0@0@15000000@5@""@""@"$"
73419@"CONTRACT #760"@49687500@30/04/21@760@30/04/18@22/04/19 14:40:49,776000000@56078@100322@3@1@4@100322@0@1@0@0@6625000@5@""@""@"$"
65120@"CONTRACT #761"@0@29/04/19@761@30/04/18@13/08/18 12:29:12,852000000@56223@80083@4@1@1@80083@0@1@0@0@0@5@""@""@"$"
72798@"CONTRACT #762"@0@28/04/21@762@29/04/18@02/04/19 11:41:18,206000000@56274@122340@4@1@4@122340@0@1@0@0@12915000@5@""@""@"$"
72369@"CONTRACT #763"@0@13/05/21@763@14/05/18@04/03/19 10:19:58,340000000@56324@100322@3@1@6@100322@0@1@0@0@6375000@5@""@""@"$"
72487@"CONTRACT #764"@0@29/04/21@764@30/04/18@12/03/19 12:21:55,830000000@56523@224@3@1@6@224@0@1@0@0@5300000@5@""@""@"$"
72806@"CONTRACT #765"@0@30/04/21@765@30/04/18@02/04/19 15:33:24,708000000@56573@335@3@1@4@335@0@1@1@0@2503800@5@""@""@"$"
