"LINK_ID"@"CONTRACT_MS_ID"@"VJ_AIRCRAFT_TYPE_ID"@"ID"@"TOTAL_AMOUNT_CENTS"@"USED_AMOUNT_CENTS"@"VALID_FROM"@"VALID_TO"@"DUE_DATE"@"NOTES"@"FEE_RATE"@"CO_DETAIL_ID"@"FI_INVOICE_ID"@"LINK_ID_1"@"MANAGEMENT_FEE_LINE_MS_ID"@"DESCRIPTION"@"MANAGEMENT_FEE_MS_ID"@"MANAGEMENT_FEE_SCHEDULE_TYPE"@"NAME"
726@""@5@6082@200000@0@01/02/19 00:00:00,000000000@31/01/20 00:00:00,000000000@09/06/19 00:00:00,000000000@""@9523,809524@81887@170433@1358@""@""@""@@""
726@""@6@6083@300000@0@01/02/19 00:00:00,000000000@31/01/20 00:00:00,000000000@09/06/19 00:00:00,000000000@""@14285,714286@81888@170434@1360@""@""@""@@""
726@""@7@6084@400000@0@01/05/19 00:00:00,000000000@30/05/19 00:00:00,000000000@12/06/19 00:00:00,000000000@""@236190,47619@81889@170490@1396@""@""@""@@""
726@""@7@6085@10000@0@31/05/19 00:00:00,000000000@14/06/19 00:00:00,000000000@14/06/19 00:00:00,000000000@""@11453,20197@81889@171013@1668@""@""@""@@""
726@""@10@6086@100000@0@28/05/19 00:00:00,000000000@30/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@247999,999998@81890@170406@1336@""@""@""@@""
726@""@10@6087@20000@0@31/05/19 00:00:00,000000000@14/06/19 00:00:00,000000000@14/06/19 00:00:00,000000000@""@9620,689655@81890@171012@1670@""@""@""@@""
726@""@16@6088@500000@0@01/02/18 00:00:00,000000000@27/05/19 00:00:00,000000000@12/06/19 00:00:00,000000000@""@18002,32288@81891@170494@1433@""@""@""@@""
726@""@16@6089@525000@0@28/05/19 00:00:00,000000000@01/02/23 00:00:00,000000000@13/06/19 00:00:00,000000000@""@6798,245614@81891@170506@1434@""@""@""@@""
726@""@118@6090@600000@0@01/02/18 00:00:00,000000000@27/05/19 00:00:00,000000000@12/06/19 00:00:00,000000000@""@21602,787456@81892@170681@1456@""@""@""@@""
726@""@118@6091@625000@0@28/05/19 00:00:00,000000000@30/12/19 00:00:00,000000000@13/06/19 00:00:00,000000000@""@50324,675325@81892@170847@1457@""@""@""@@""
908@""@10@5988@1000@0@24/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@24/05/19 00:00:00,000000000@""@555@81804@@1266@""@""@""@@""
53@""@5@6047@10000000@0@01/04/19 00:00:00,000000000@31/07/19 00:00:00,000000000@01/04/19 00:00:00,000000000@""@300000@81856@@1182@""@""@""@1@"Single Payment"
439@""@10@6013@1100000@0@01/05/19 00:00:00,000000000@30/06/19 00:00:00,000000000@01/05/19 00:00:00,000000000@""@314285,714286@81821@@1271@""@""@""@@""
439@""@10@6014@2200000@0@01/07/19 00:00:00,000000000@31/08/19 00:00:00,000000000@01/07/19 00:00:00,000000000@""@628571,428571@81821@170446@1272@""@""@""@@""
976@""@5@5872@13200@0@22/05/19 00:00:00,000000000@22/05/19 00:00:00,000000000@22/05/19 00:00:00,000000000@""@0@81712@@1162@""@""@""@2@"Bi-Monthly"
1008@""@5@5918@450000@0@24/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@""@348750@81759@170724@1552@""@""@""@@""
1008@""@5@5919@460000@0@01/06/19 00:00:00,000000000@07/06/19 00:00:00,000000000@31/05/19 00:00:00,000000000@""@394285,714286@81759@170990@1560@""@""@""@@""
1008@""@7@5920@960000@0@24/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@30/05/19 00:00:00,000000000@""@558000@81760@170723@1554@""@""@""@@""
1008@""@7@5921@970000@0@01/06/19 00:00:00,000000000@07/06/19 00:00:00,000000000@30/05/19 00:00:00,000000000@""@623571,428572@81760@170989@1562@""@""@""@@""
526@""@5@6926@1000400@0@12/06/19 00:00:00,000000000@30/06/19 00:00:00,000000000@12/06/19 00:00:00,000000000@""@568648,421053@82786@@1774@""@""@""@@""
526@""@10@6927@5222200@21138300@01/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@10/05/19 00:00:00,000000000@""@93999599,999248@82787@170219@1168@""@""@""@@""
526@""@10@6928@1000@10336469@01/06/19 00:00:00,000000000@30/06/19 00:00:00,000000000@01/06/19 00:00:00,000000000@""@18000@82787@170325@1218@""@""@""@@""
526@""@10@6929@67800@247333@01/07/19 00:00:00,000000000@31/07/19 00:00:00,000000000@01/07/19 00:00:00,000000000@""@1220399,99999@82787@171675@1772@""@""@""@@""
526@""@16@6930@99900@0@01/01/17 00:00:00,000000000@31/12/19 00:00:00,000000000@17/06/19 00:00:00,000000000@""@9,99@82788@171795@1802@""@""@""@@""
515@""@7@6931@14625000@14351545@01/09/17 00:00:00,000000000@30/11/17 00:00:00,000000000@01/09/17 00:00:00,000000000@""@780000@82789@@772@""@""@""@4@"Quarterly"
515@""@7@6932@14625000@6942000@01/12/17 00:00:00,000000000@28/02/18 00:00:00,000000000@01/12/17 00:00:00,000000000@""@780000@82789@118599@773@""@""@""@4@"Quarterly"
515@""@7@6933@14625000@24679200@01/03/18 00:00:00,000000000@31/05/18 00:00:00,000000000@01/03/18 00:00:00,000000000@""@780000@82789@125979@774@""@""@""@4@"Quarterly"
515@""@7@6934@14625000@10764000@01/06/18 00:00:00,000000000@31/08/18 00:00:00,000000000@01/06/18 00:00:00,000000000@""@780000@82789@134918@775@""@""@""@4@"Quarterly"
515@""@7@6935@14625000@19188000@01/09/18 00:00:00,000000000@30/11/18 00:00:00,000000000@01/09/18 00:00:00,000000000@""@780000@82789@148517@776@""@""@""@4@"Quarterly"
515@""@7@6936@15178125@5059375@01/12/18 00:00:00,000000000@28/02/19 00:00:00,000000000@01/12/18 00:00:00,000000000@""@809500@82789@155649@777@""@""@""@4@"Quarterly"
515@""@7@6937@15178125@0@01/03/19 00:00:00,000000000@31/05/19 00:00:00,000000000@01/03/19 00:00:00,000000000@""@809500@82789@163378@778@""@""@""@4@"Quarterly"
515@""@7@6938@15178125@7805797@01/06/19 00:00:00,000000000@31/08/19 00:00:00,000000000@01/06/19 00:00:00,000000000@""@809500@82789@170992@780@""@""@""@4@"Quarterly"
515@""@7@6939@15178125@0@01/09/19 00:00:00,000000000@30/11/19 00:00:00,000000000@17/06/19 00:00:00,000000000@""@809500@82789@171796@779@""@""@""@4@"Quarterly"
515@""@7@6940@15178125@0@01/12/19 00:00:00,000000000@29/02/20 00:00:00,000000000@17/06/19 00:00:00,000000000@""@809500@82789@171797@761@""@""@""@4@"Quarterly"
515@""@7@6941@15178125@0@01/03/20 00:00:00,000000000@31/05/20 00:00:00,000000000@01/03/20 00:00:00,000000000@""@809500@82789@@762@""@""@""@4@"Quarterly"
515@""@7@6942@15178125@0@01/06/20 00:00:00,000000000@31/08/20 00:00:00,000000000@01/06/20 00:00:00,000000000@""@809500@82789@@763@""@""@""@4@"Quarterly"
515@""@7@6943@15178125@0@01/09/20 00:00:00,000000000@30/11/20 00:00:00,000000000@01/09/20 00:00:00,000000000@""@809500@82789@@764@""@""@""@4@"Quarterly"
515@""@7@6944@15178125@0@01/12/20 00:00:00,000000000@28/02/21 00:00:00,000000000@01/12/20 00:00:00,000000000@""@809500@82789@@765@""@""@""@4@"Quarterly"
515@""@7@6945@15178125@0@01/03/21 00:00:00,000000000@31/05/21 00:00:00,000000000@01/03/21 00:00:00,000000000@""@809500@82789@@766@""@""@""@4@"Quarterly"
515@""@7@6946@15178125@0@01/06/21 00:00:00,000000000@31/08/21 00:00:00,000000000@01/06/21 00:00:00,000000000@""@809500@82789@@767@""@""@""@4@"Quarterly"
1014@""@3@5934@77700@0@28/05/19 00:00:00,000000000@29/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@657801,136356@81772@170444@1366@""@""@""@@""
1014@""@5@5935@12300@0@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@""@74500@81773@170442@1348@""@""@""@1@"Single Payment"
1014@""@5@5936@44400@0@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@268926,829261@81773@@1430@""@""@""@1@"Single Payment"
1014@""@6@5937@2200@0@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@""@74500@81774@170441@1350@""@""@""@1@"Single Payment"
1014@""@6@5938@11100@0@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@375886,363626@81774@170461@1382@""@""@""@1@"Single Payment"
515@""@7@6947@15178125@0@01/09/21 00:00:00,000000000@30/11/21 00:00:00,000000000@01/09/21 00:00:00,000000000@""@809500@82789@@768@""@""@""@4@"Quarterly"
515@""@7@6948@14625000@25170600@01/12/16 00:00:00,000000000@28/02/17 00:00:00,000000000@01/12/16 00:00:00,000000000@""@780000@82789@@769@""@""@""@4@"Quarterly"
515@""@7@6949@14625000@1809600@01/03/17 00:00:00,000000000@31/05/17 00:00:00,000000000@01/03/17 00:00:00,000000000@""@780000@82789@@770@""@""@""@4@"Quarterly"
515@""@7@6950@14625000@12402000@01/06/17 00:00:00,000000000@31/08/17 00:00:00,000000000@01/06/17 00:00:00,000000000@""@780000@82789@@771@""@""@""@4@"Quarterly"
316@""@5@6961@1500000@665264@17/06/19 00:00:00,000000000@30/09/19 00:00:00,000000000@18/06/19 00:00:00,000000000@""@81129,807692@82799@171814@1812@""@""@""@@""
316@""@7@6962@1600000@0@17/06/19 00:00:00,000000000@30/09/19 00:00:00,000000000@18/06/19 00:00:00,000000000@""@2630,769231@82800@171823@1818@""@""@""@@""
1003@""@5@5876@11100@0@24/05/19 00:00:00,000000000@24/05/19 00:00:00,000000000@24/05/19 00:00:00,000000000@""@0@81724@@1256@""@""@""@1@"Single Payment"
994@""@5@5870@50000@0@24/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@24/05/19 00:00:00,000000000@""@38750@81701@@1202@""@""@""@1@"Single Payment"
994@""@16@5871@100000@0@24/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@24/05/19 00:00:00,000000000@""@58125@81702@@1204@""@""@""@1@"Single Payment"
807@""@10@6048@1000@541@28/05/19 00:00:00,000000000@05/06/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@35,854545@81860@170478@1416@""@""@""@1@"Single Payment"
807@""@10@6049@2000@199@06/06/19 00:00:00,000000000@16/06/19 00:00:00,000000000@06/06/19 00:00:00,000000000@""@57,829912@81860@170482@1417@""@""@""@1@"Single Payment"
807@""@10@6050@100000000@645@17/06/19 00:00:00,000000000@25/06/19 00:00:00,000000000@17/06/19 00:00:00,000000000@""@3534050,179213@81860@170477@1418@""@""@""@1@"Single Payment"
1043@""@5@5894@65412300@213805@30/05/19 00:00:00,000000000@29/06/19 00:00:00,000000000@01/06/19 00:00:00,000000000@""@194474,715194@81745@170969@1634@""@""@""@1@"Single Payment"
495@""@10@6025@2000000@0@01/05/19 00:00:00,000000000@30/06/19 00:00:00,000000000@29/06/19 00:00:00,000000000@""@149784,482759@81832@170296@1196@""@""@""@@""
1067@""@5@6787@1350000@0@10/06/19 00:00:00,000000000@24/06/19 00:00:00,000000000@23/06/19 00:00:00,000000000@""@806806,451613@82621@171340@1742@""@""@""@1@"Single Payment"
1067@""@5@6788@560000@0@25/06/19 00:00:00,000000000@20/07/19 00:00:00,000000000@24/06/19 00:00:00,000000000@""@197994,910941@82621@171621@1766@""@""@""@1@"Single Payment"
1067@""@10@6789@1280000@0@07/06/19 00:00:00,000000000@28/06/19 00:00:00,000000000@23/06/19 00:00:00,000000000@""@751108,504399@82622@171339@1718@""@""@""@1@"Single Payment"
1067@""@10@6790@3580000@0@29/06/19 00:00:00,000000000@31/07/19 00:00:00,000000000@11/06/19 00:00:00,000000000@""@1444270,16129@82622@171348@1750@""@""@""@1@"Single Payment"
